@relation Twitter
@attribute Twitter numeric
@attribute body string
@attribute class {NEU,POZ,NEG}
@data
10005,'šādos brīžos tu saproti ka tavi draugi nav īsti draugi bet man pietiek ar to kas man ir ar tiem kas mani mīl :) ',POZ
10006,'rt @user: forši ka vecākiem patika un paldies par drosmi un atsaucību :) @user vecāki sajūsmā par skolotāju stundām http: … ',POZ
10007,'vienīgi @user šo drūmo dienu var piepildīt ar smiekliem esmu sajūsmā līmenis audzis paldies paldies paldies :)) ',POZ
10008,'rt @user: vienīgi @user šo drūmo dienu var piepildīt ar smiekliem esmu sajūsmā līmenis audzis paldies paldies paldies :)) ',POZ
10009,'rt @user: vakardiens parsteigums :) tas bij mīļi :) un es izbaudu brīvdienas :) un eju pakaļ picai :d url ',POZ
10010,'tā jaukā mīļā sajūta ka saproti to ka visiem ir brīvdienas bet tev jāstrādā atpūšaties draudziņi kārtīgi bet prātigi:) ',POZ
10011,'mājās :))* nelielā atpūta bija lieliska daudz jaunu iespaidu :) kopā ar @user mājās ir jebkur bet tomēr īstajās mājās ir labāk :)* ',POZ
10012,'paldies @user un @user par vakardienas ballīti īstā mūzika īstā atmosfēra - super :) #tag ',POZ
10013,'rt @user: paldies @user un @user par vakardienas ballīti īstā mūzika īstā atmosfēra - super :) #tag ',POZ
10014,'labdien :)) sakiet ko jūs gribat bet @user ir pasaulē superīgākais labākais draugs :)) ',POZ
10015,'rt @user: labdien :)) sakiet ko jūs gribat bet @user ir pasaulē superīgākais labākais draugs :)) ',POZ
10016,'@user laiks protams vēl ir bet es protams neizslēdzu arī dramatiskāko scenāriju kā jau kārtīgs optimists :) ',POZ
10017,'@user paldies skaisti mīļi kaut maziņš neaizsargāts kaķīts bet kāds spēcīgs - turas virs zemes ar abām ķepām un nenokrīt lejā:)  ',POZ
10018,'laiks steidzas ātri vēl tikai trīs dienas spēkā šī-jūsu tik ļoti novērtētā akcija nenokavē ja neesi vēl paspējis :) url ',POZ
10019,'tas bija super paldies visiem par superīgi pavadīto vakaru un vēlreiz - guntars račs priekā :) :) @user url ',POZ
10020,'rt @user: tas bija super paldies visiem par superīgi pavadīto vakaru un vēlreiz - guntars račs priekā :) :) @user htt… ',POZ
10021,'saule spīd ārā ir gaišs un bmw m4 ir redzēts dzīvē ko gan vēl varētu vēlēties no pirmdienas :) ',POZ
10022,' dāmīt par visām baudām jāmaksā arī par ātras braukšanas baudu teica vīrs ar zizli :d katrs saņem pēc nopelniem ehh šīs baudas :) ',POZ
10023,'kefīrrocis pagaidām :)rt@user uz spāniju atveda jaunu gaļu ir šis tas vēl jāpaveic :) :) :) url ',POZ
10024,'šodien visi gribēja apbižot draugus un ieguva jaunus vārdus uzvārdus cik labi ka es nevēlējos apbižot @user un vārdu neizvēlējos :) ',POZ
10025,'apsveicu @user ar skaistu buzzer beater :) kā arī visu u14 komandu ar skaistu vinni ot :) arī @user un pārējos bija vareni  ',POZ
10026,'šodien visādas gudrības lasu un smeļos spēku un garīgo baudījumu prieks ka cilvēki ir sākuši sevi vairāk garīgi pilnveidot :) ',POZ
10027,'@user mans pirmais skūpsts bija 19 gados :) patika labs un man žēl ka tev nav šādas pieredzes :) ',POZ
10028,'esam gatavi svētkiem :) mūsu kalendārā tās ir 4 brīvdienas lai jauki un priecīgi mums visiem url ',POZ
10029,'jo tā laime kas dzirdama omas balsī uzzinot ka būšu tā silti ap sirsniņu jā :) jāsāk gludināt kleita vīīī :) ',POZ
10030,'man lūdzu 1 gab ātra ieteikuma - kur lāčplēša-barona-bruņinieku rajononā forši un veselīgi papusdienot :) ',POZ
10031,'@user :) prieks ka varam kā palīdzēt tikt atpakaļ pie interneta dod ziņu ja varam vēl ko darīt tavā labā  ',POZ
10032,'es to izdarīju filozofija izpildīta ar mierīgu sirdi tagad varu svinēt svētkus :d :) ',POZ
10033,'mammai lielie prieki 25 statistika draugos viņai tāpat kā man ir prieks ka viņu atceras un apsveic svētkos :) ',POZ
10034,'@user palīdz mums apgūt daudzus svarīgus knifiņus kas dejas padarīs tīrākas skaistākas un pareizākas :) url ',POZ
10035,'kas gan var būt foršāks par to kā saņemt no rīta sms no solveigas ar tekstu ka viņa ir te :)) prieks un laime :) :d ',POZ
10036,'@user ieva no sirds patiesi paldies man nav mīļākas puķes par pavasara ziediem;))) es tiešām uzlādējos no brīviem cilvēkiem :) ',POZ
10037,'@user paldies paldies :) man brunešu klanā tīri labi patīk  ',POZ
10038,'vēl viena fantastiska diena :) brīvdienas ir pavadītas tik lieliski :)) ',POZ
10039,'paldies jums feinie vakardienas apsveikumi vēl šodien liek smaidīt un priecāties :) url ',POZ
10040,'@user paldies es labprāt bet esmu jau 3 zsn zs 22 kbn šar ;) savukārt rīgas biedriem noteikti ieteikšu jūs :)) ',POZ
10041,'rt @user: atklāju ka laimes sajūta liek domāt par to kā citus darīt laimīgus :) vismaz mazliet ',POZ
10042,'@user nu paldies to jau es pati sapratu :) bet atradu arī kur tieši paldies :) ',POZ
10043,'rt pasmaidi - sirds gaiša kļūs :) lai jauka un izdevusies jaunā nedēļa (hug) url ',POZ
10044,'hei paldies @user par nenogurstošo optimismu katru reizi kad esi ēterā vienmēr prieks dzirdēt ka cilvēks smaida :) @user ',POZ
10045,'rt @user: @user ir gandarījuma sajūta vai ne :) lai jums visiem laba atpūta  ',POZ
10046,'paldies visiem foršajiem murmuļiem par jaukajiem vārdiem un apsveikumiem :)) p s sorry ka novēloti ;dd ',POZ
10047,'yaaay beidzot kāda komanda spēj konkurēt ar meršiem :) super sacīkste uzvara fetelam raikko ceturtais laikam jāiet beidzot čučēt :d ',POZ
10048,'zināju ka sinoptiķiem ticēt nedrīkst :)) saulīte šodien lutina :)) ',POZ
10049,'rt @user: paldies jdk metieniņš par prieka burku pirmā pakāpe noderēja :)) ceram ka albums arī tiek pildīts @user http: … ',POZ
10050,'rt @user: labrītiņ :) šodien gara un darbīga diena :) būsim priecīgi satikt tevi mūsu koncertā ;) url ',POZ
10051,'rt @user: paldies marga ka tu mums esi un paldies par lieeelisko skatītāju atbalstu koncertā jūs bijāt lieliski :) ',POZ
10052,'esmu mājās vakars super izdevies :)) tagad varēšu beidzot normāli pagulēt :d ',POZ
10053,'tik patīkami kad novērtē dabu :) tā teikt brilles ar avangardu :d #tag ',POZ
10054,'@user mīļš paldies arī jums gaišām sajūtām samīļotu dienu :) url ',POZ
10055,'īsta draudzība ir tad kad zinot ka vakarā jāiet ciemos pie draudzenes noturies un neapēd viņai domātu šokolādi lai cik garšīga tā būtu :) ',POZ
10056,'cik maz vajag priekam paldies tev nepazīstamais puisi par pozitīvajām emocijām un pieklājību :) ',POZ
10057,'rt @user: atradām lielisku vietiņu ar interesantiem zīmējumiem un tekstiņiem uz galdiem un sienām protams arī garšīgi paēdām :) http… ',POZ
10058,'rt @user: @user :) ja laukā vasara vēl tikai ceļā tad pie jums vienmēr silti un patīkamiomulīgi paldies :) ',POZ
10059,'tik labi gāja praktiskajās tāds prieks par paveikto šodien garīgais arī superīgs :)) ',POZ
10060,'@user tu man nodrošini bezmaksas alu pietiekošs iemesls ir pusmaratons rēzeknē alus un citi labumi tikai pēc tam :) ',POZ
10061,'lietainā dienā silta zupa būs tieši tas kas nepieciešams :) lai labi garšo #tag: url url ',POZ
10062,'ir kādam mājās normālas filmas dvd diskos :) ja ir tad vēlētos aizņenties kādu brīdi viņus :) ',POZ
10063,'monreālas canadiens šosezon veicas tīri labi tāpēc viņi atļaujas nedaudz arī paākstīties uz soliņa :) viņi url ',POZ
10064,'pateicamies viesiem no luksemburgas viņu atzinīgie vārdi silda visas mūsu sirdis pie mums ir labāk kā parīzes restorānā tumsā noir :) ',POZ
10065,'un pabeidzot šo dienu ja jums vēl bija saglabājusies ticība cilvēces veselajam saprātam :) - search for 241543903 in google images  ',POZ
10066,'rt @user: sirsnīgās māmiņdienas krūzītes no 3 5 eur gab izvēlies un raksti man :) pielāgosim pēc vēlmēm :) url ',POZ
10067,'šodien pilngadības svētkos sveicam mūsu @user audz liels un vesels :) url ',POZ
10068,'@ bikramyogarigas paldies par kārtīgu izsildīšanu un pasvīšanu sajūtas lieliskas :) ',POZ
10069,'rt @user: šodien pilngadības svētkos sveicam mūsu @user audz liels un vesels :) url ',POZ
10070,'@user @user @user ja labi papūlētos tie kam tas ir pienākums var dabūt pozitīvu rezultātu ātri obligātu dzīvo tulkojumu :) ',POZ
10071,'cik jauki ir palīdzēt draugam un vinjs pēc tam var pasmaidīt un domāt ka viss būs labi un tā patieshām arī ir :) ',POZ
10072,'hmm no rīta super neticami labi jaunumi var nozīmēt tikai to ka ir atkal pienācis 1 aprillis :o nu tad- april april :) ',POZ
10073,'un tā paldies vēl arī jolantai lapiņai un julijai kravcenko par atbalstu un palīdzību piektdien brauksim pie bērniem :) ',POZ
10074,'lab priecājamies par to ka vispār varam diskutēt brīvā valstī :) lai visiem labi saldus sapņus  ',POZ
10075,'rt @user: lab priecājamies par to ka vispār varam diskutēt brīvā valstī :) lai visiem labi saldus sapņus  ',POZ
10076,'@user vecais labais joks par aizgulēšanos :) modināja pirms laika ka jāceļās :) kā tu nenoticēsi :d ',POZ
10077,'rt @user: apsveicu @user ar skaistu buzzer beater :) kā arī visu u14 komandu ar skaistu vinni ot :) arī @user un pārējos … ',POZ
10078,'@user lai ir priecīgas radošas un jaunu pozitīvu iespaidu iegūstošas brīvdienas :) url ',POZ
10079,'oh gosh esmu skolā paldies dievam ka vēl tikai šodien un tad 4 brīvdienas :) gribu beidzot izgulēties #tag ',POZ
10080,'rt @user: oh gosh esmu skolā paldies dievam ka vēl tikai šodien un tad 4 brīvdienas :) gribu beidzot izgulēties #tag ',POZ
10081,'iepriecini sevi ar svaigās sezonas kurpēm un somu šobrīd visam 20% atlaide :) url priekā url ',POZ
10082,'@user jauns rs pakalpojums: par nelielu piemaksu nodrošināt vip apsargus kontrolierus - elegantus iznesīgus staltus un spodrus:) ',POZ
10083,'rt @user: lab priecājamies par to ka vispār varam diskutēt brīvā valstī :) lai visiem labi saldus sapņus  ',POZ
10084,'palika vēl šitā un tad vēl viena h tik forši :) ātrāk gribas uz mājām un iet gulēt ;d ',POZ
10085,'@user tev vajadzētu piedalīties tv šovā gandrīz ideālas vakariņas :) labprāt paskatītos dzīvajā tavas receptītes  ',POZ
10086,'rt @user: šodien pilngadības svētkos sveicam mūsu @user audz liels un vesels :) url ',POZ
10087,'tā patīkamā sajūta kad kolēği saka ka mans smaids uzlabo viņiem dienu :) #tag ',POZ
10088,'šodien uzzināju jaunas ziņas un esmu tik priecīgs :)) arī man mazliet vairāk uzsmaidija veiksme :) ',POZ
10089,'spontānā ideja satikt @user un to izdariju :d jaukum jauki :))) ',POZ
10090,'labrīt draugi iekš to tviter :) tikko pamodos diezgan labā noskaņojumā ko lai sadara jo beidzot brīvdienas veselas 7as :)) ',POZ
10091,'aizbraucu uz skolu hujakš 40 min viena stunda un tad kkāds pasākums protams uz kuru es netaisos iet :d jauki lai sākās brīvdienas :) ',POZ
10092,'@user @user un vēl lielākais precizitātei drastisks nozīmē - jautrs un nebēdnīgs :) ',POZ
10093,'@user tās ir mēnešreizes tev beidzot pieaudz :) :) :) :) ',POZ
10094,'♪ urrrā sveicam mūsu skolas koristus ar iegūto 1 pakāpi šodienas koru skatē liels paldies mūzikas skolotājām par centību ♪ malači :) ',POZ
10095,'iedvesmojoši patriotiski prieks par uzņēmīgiem jauniem cilvēkiem :) url ',POZ
10096,'priecīgas un gaišas lieldienas :) happy easter :) url ',POZ
10097,'gatavojamies labdarības nometnei :) savu atbalstu mums sniedz dobeles dzirnavnieks un 8 trees arī tev ir iespēja palīdzēt :) ',POZ
10098,'gaišus un prieka pilnus svētkus vēl ptf sp :) url ',POZ
10099,'beidzot vismaz 4 dienas brivas un pec tam prakse :) :) :) :) :) ',POZ
10100,'opim matus apcirtu brālim arī omi pārkrāsoju tagad blondīne :d šodien esmu friziere :) varbūt kādam vēl pričeni uztaisīt :d ',POZ
10101,'skatos tallink mājas lapu un sāk gribēties vēlreiz ar kuģīti aizmaukt kaut kur jo ko tik foršu gribās atkārtot vēl un vēl :)) ',POZ
10102,'@user bijām jau tur :) baigi skaisti saule ar bija :) un roomā ir rikgtīgi jauki  ',POZ
10103,'saulaina prieka un patiesu draugu tuvuma svētītus svētkus :) #tag #tag #tag #tag #tag #tag url ',POZ
10104,'saulaina prieka un patiesu draugu tuvuma svētītus svētkus :) #tag #tag… url url ',POZ
10105,'vecais labais orķestris; dievkalpojums baznīcā; nobeigumam straujā rojas upe pie dižkalna ko vēl var vēlēties :) #tag ',POZ
10106,'cik labi ka apkārt var atrast kādu šoferi kurš ir ar mieru pabraukāties un izpalīdzēt :) ',POZ
10107,'vēlaties lai @user uzvar @user lūdzu šī ir jūsu iespēja to veicināt :) tel nr 90501102 ',POZ
10108,'rt @user: vēlaties lai @user uzvar @user lūdzu šī ir jūsu iespēja to veicināt :) tel nr 90501102 ',POZ
10109,'tik jauki priecīgi ideāli vēl nekad nebij bijis metrienā :)) ',POZ
10110,'paldies visiem mīļajiem kas mani šodien neaizmirsa un apsveica jūs esat labākie :) ',POZ
10111,'malacis hārdens man nopelnīja saldējumu :) labi ka rockets uzvarēja okc  ',POZ
10112,'tavā smaidā es paslēpu savu veiksmi jo katrreiz kad tu smaidi veiksme uzspīd :) ',POZ
10113,'btw beidzot šodien nosūtīju vēstuli @user ;) ļoti skaistā košā dzeltenā aploksnē :)) un kā jau parasti skaistā rokrakstā ;) ',POZ
10114,'šodien kalnos pusceļā uz #tag #tag : satikām mūsu čempioni @user :) kā jau čempione dana mūs kalnā veikli apsteidza  ',POZ
10115,'alternatīva zēmanam bija vecs vācu firsts fon švarcenbergs protams uzvesties viņš prastu perfekti bet vai būtu tuvs tautai :) ',POZ
10116,'tik forši apzināties ka latvijā vel pastāv džentlmeņi :) prieks :) ',POZ
10117,'@user @user jautrākais būs ap 14 turies un kamēr darīsi kaut ko tikmēr būs labi :) ',POZ
10118,'@user @user zinot kā tapa pad latv enciklopēdijas paķircināšu – lai tās pārspētu vajadzēja 30 gadus tomēr apsveicu :) ',POZ
10119,'@user izklausās ļoti labi ceram ka tev bija jautras un gardas lieldienas :) ',POZ
10120,'@user no bezmaksas tūļiem man personīgi tableau patīk krietni labāk - piedāvā daudz vairāk iespēju nenoniecinu protams @user :) ',POZ
10121,'ļoti priecē šī gada atsaucība dreiliņu miksam izskatās ka būs garāks nekā parasti paldies :) ja kas līdz 15 aprīlim vēl var iesūtīt dz ',POZ
10122,'@user labais 6 vēl nav nācies bet nākotnē visnotaļ ticama aina :) vai ne @user :) ',POZ
10123,'rt @user: ceru ka man izdosies un kopā mēs izveidosim burvīgu vietu kur atstāt mūsu skaistākos skatus @user :)) url ',POZ
10124,'amerikāņu bērziņš vai kas cits :) hilarijas klintones bagātā pieredze vismaz daļēji ir viņas fantāzijas :) url ',POZ
10125,'tā kolēģi mani šorīt sagaidīja :) uzbūra man svētkus tik mīļi paldies cepējiem - un :)) ',POZ
10126,'rt @user: hei paldies @user par nenogurstošo optimismu katru reizi kad esi ēterā vienmēr prieks dzirdēt ka cilvēks smaida :)… ',POZ
10127,'šķiet ka gaujas iela rīgā kļūst par valsts pakalpojumu galveno ielu patīkami ka daudzas lietas ir vienkopus labā kvalitātē :) ',POZ
10128,'cik jauki dzirdēt no ansambļa skolotājas tik jaukus vārdus :) pārdomāju ansambli nepametīšu :) ',POZ
10129,'rt @user: tik superīgs vakarā čatiņš ar minku es zinu kad viņa lasot manas sms smaida :))) ',POZ
10130,'esmu beidzot mājās paldies @user un viņa vecākiem par šo ballīti un velreiz apsveicu tevi ar 18 gadiem :) ',POZ
10131,'labrīt beidzot esam nomodā :) vakar ļoti jauki sanāca pasvinēt pie mārtiņa &amp; agijas ka pat mājās īsti negribējās forši pavadīts vakars  ',POZ
10132,'nu ko izbaudu pēdējo brīvdienu bet labi ka šajā nedēļā tikai 4 dienas jāmācās :) #tag #tag #tag #tag ',POZ
10133,'dzirdēju ka tev skaistas viņas ir :) — ak dievs kas tur var būt skaists url ',POZ
10134,'man jau lieli prieki ka fetels ar raikonenu vienā komandā brauc un ka tā komanda ir ferrari un ja vēl uzvar :)) #tag ',POZ
10135,'rt @user: esmu beidzot mājās paldies @user un viņa vecākiem par šo ballīti un velreiz apsveicu tevi ar 18 gadiem :) ',POZ
10136,'@user ko smejies :d puzikovs priecīgs :) 😆😆😆 ',POZ
10137,'@user tāpēc ir jauki ja iemācās baudīt procesu ne tikai galarezultātu :) ',POZ
10138,'ļoti iesaku atrast sestdienu un izlasīt visu - dienas prieka deva :) - url ',POZ
10139,'lāaaaabrīt no rītiņa visi aizbraukuši pa mājām tikai vēl @user čuč pie manis foršs vakars :) un man piestāvot zilas uzacis ;d ',POZ
10140,'ja viss izdosies tad aprīlis šajā gadā būs kā jauna un laba sākums :) ',POZ
10141,'aizraujoša svētdiena :)))jo kāpēc lai nepaslidotu un neuzspēlēt hokeju kopā ar 4-8 gadniekiem unn viņi to dara labāk nekā es :d ',POZ
10142,'visfantastiskākā dzimšanas diena :)) pēc tādas atpūtas prasās vēl atpūta no atpūtas url ',POZ
10143,'foršas brīvdienas paldies labajai kompānijai un it īpaši @user :)) ',POZ
10144,'ziniet ko es sintijai gurevičai piekrītu ka es esmu neglīta bet viņa ir vēl trakāki neglīta :) ',POZ
10145,'ghm interesanti bet tas ir viens no maniem dzīves mērķiem :) url ',POZ
10146,'es vnk mīlu un dievinu savus matus :)) ar katru dienu garāki :)) #tag #tag #tag url ',POZ
10147,'zivju intuīcija palaikam ir gudrāka par to smadzenēm :) #tag ',POZ
10148,'tik sen nebiju tik ļoti no sirds izsmējusies kā vakar lieliski pavadīts laiks un pozitīvisma deva pagājušajai nedēļai ir uzkrāta :)))) ',POZ
10149,'esam veiksmīgi tikušas mājās no mūsu maldīśanās pa mežiem kas mūs noveda līdz vidzemei :d kājas beigtas pārsalušas bet viss forši :) ',POZ
10150,'nekad nebūtu iedomājusies ka tas viss tomēr būs tik viegli patīkama sajūta :) ',POZ
10151,'labrīt labrīt neaizmirstam par saldējumiem :d svētdien izlozējam uzvarētāju piesakies un un rt :) = 100 jungle pop ',POZ
10152,'bagātīgu pūpolsvētdienu draugi ;) arī mums šī diena visai ražīga: #tag pakāpe #tag tērpi varam lepoties :) url ',POZ
10153,'rt @user: bagātīgu pūpolsvētdienu draugi ;) arī mums šī diena visai ražīga: #tag pakāpe #tag tērpi varam lepoties :) url ',POZ
10154,'tev labāk patīk komplimentus saņemt vai izteikt :) — abus divus un es izteiksos vai tev ir what app url ',POZ
10155,'@user prieks deja ir milzīgs spēks :) ',POZ
10156,'lielisks nedēļas noslēgums ar uzvarētu spēli un iespēju cīnīties par medaļām paldies dāmītes par emocijām :) #tag ',POZ
10157,'#tag#tag#tag# ko vēl laimīgam cilvēkam vajag :) ',POZ
10158,'@user bet sāka kļūt grūtāk kad kvačovs aizsargam pateica ka krivošeja tikai ar labo spēlē un lai nelaiž iet taisni uz priekšu :) ',POZ
10159,'šī svētdiena - argentīnas posms motokrosaaa tas jau ir awesome bet ziniet kas ir vēl labāk nākamsestdienas sezonas 1 gonka raunā :):):) ',POZ
10160,'@user man nekā nav :d varu maksāt naudā :d tik ļoti kārotās pārmaiņas dzīvē :) ',POZ
10161,'vēl nekad savā mūžā nebiju tik daudz reiz klausijusies olas #tag#tag#tag omg :d p s laba tauta barā bija ar :) ',POZ
10162,'tiri patīkama sajūta ka tavam sencim ir pohuj par ttavu 18 jubileju awesome :) ',POZ
10163,'@user apmaiņas cena noteikti ir pietiekami smieklīga un pietiks 10 mūzikas albūmiem vai 20 aplikācijām :) un der tikai pāris and modeļi ',POZ
10164,'ahh tikko pieteicos teātrim nju ko turam īkšķus un cerams jums būs jauna teātra zvaigzne :d #:):):):):):) ',POZ
10165,'forši forši forši un brīvdienas pildās ar lieliem plāniem :)* @user ',POZ
10166,'@user rīgas balzāms ar upeņu sulu + ingvertēja ar citronu un medu šitā ātri var tikt uz kājām :))) ',POZ
10167,'un viņai vairs nesāpēs un tevis nepietrūks kad tu vel tikai tā pa īstam sapratīsi ka viņa vairs nav tava :) ',POZ
10168,'@user vienmēr jauki kad pazūd internets kad to visvairāk vajag paldies :) ',POZ
10169,'jauns sapars jauna motivācija tik uz priekšu :) paldies @user ',POZ
10170,'pienāk brīdi kad tu visu saproti un zini ko vēlies :) ',POZ
10171,'rt @user: man ir pasaulē labākais mīļākais dēliņš robīša valentīndienas pārsteigums mammai :) url ',POZ
10172,'zaķītis meklē jaunas mājas godīgs un kārtīgs :) url ',POZ
10173,'jauki pēc divām nedēļām sākas jaunā sezona mīļākajam seriālam :))) ',POZ
10174,'@user baigi interesanti būtu dzirdēt kāda cilvēka reālu ilgākas lietošanas pieredzi ar telefonu ar atom procesoru :) ',POZ
10175,'kas tavuprāt ir īsta draudzība : ) j k s — something like this :) ♥♥♥ iepozējām url ',POZ
10176,'citi mācās citi vazājās bez tolkā a mēs spēlējam paslēpes :d tik forši atcerēties bērnību tikai ar citiem draugiem :)) ',POZ
10177,'patīk kā ltv7 rāda lč #tag tiešraidē laiku - oldskūlā no 0 uz augšu nevis 20 uz leju neesam amerikāņi zinām cik periods garš :) ',POZ
10178,'lieliska filma iesaku noskatīties :) family comes first novertejiet tos cikvekus kuri jums ir blakus :) url ',POZ
10179,'@user @user mieru tikai mieru :) man līdzās xperia uz brīdi ir iphone ',POZ
10180,'jaunie kursi ļoti interesanti :) gaidu nākamo trešdienu ar lielu prieku  ',POZ
10181,'esmu bijis skatītājs klasiskajā rallijā kurā brauc brāļi @user un @user gaidu kad braukšu ģeorallijā bet viņi skatīsies :) ',POZ
10182,'hey ceram ka jums diskotēka patika tuvākajās dienās būs bildes :) ',POZ
10183,'paldies par dalību konkursā :) uzvarētāja ir un albumu #tag iegūst nadiina m kopumā… url ',POZ
10184,'nu skaidrs laikam saprotu kad nav vērts mēgināt :) ',POZ
10185,'šis vakars nebeidz pārsteigt tik ļoti happy :) :) #tag ',POZ
10186,'patiess prieks lasīt ka honey badger jūtas gatavs gāzt kalnus url gaidām augustu un - aiziet :) ',POZ
10187,'@user zini par šo sajūsminos katru dienu skatoties uz vienu bezzobainu smaidu :) ',POZ
10188,'rt @user: šis vakars nebeidz pārsteigt tik ļoti happy :) :) #tag ',POZ
10189,'cik noprotu tad ātrs un bez žēlastības 7 ir jāredz :) secinu pēc pirmajiem iespaidiem no tautas  ',POZ
10190,'@user paldies :) jā kādreiz ir laiks droši vari atnāk ciemos uz @user sagatavošu kādu fizikas stundas speciālizdevumu  ',POZ
10191,'@user :) :d nu nav tie cilvēki normāli vai ne :d url ',POZ
10192,'īstais cilvēks īstajā laikā un viss pa īstam :))) ',POZ
10193,'@user vēl par maz jādara viss iespējamais lai tua varētu iegādāties katrs kam patīk patīk прибалтика:) ',POZ
10194,'rt @user: @user vēl par maz jādara viss iespējamais lai tua varētu iegādāties katrs kam patīk patīk прибалтика:) ',POZ
10195,'@user tu esi tik jauka :) man tev arî jau atrasta un gaida iedvesmu  ',POZ
10196,'ātrs un bez žēlastibas 7 tik labs :) varu jau uzreiz jums pateikt neviens nenomira :d ',POZ
10197,'@user @user @user neskatoties uz to ka pēc sporta izskatamies kā monstri :d prieciņš :))) :d ',POZ
10198,'rt @user: sveiciens mīlnieku svētkos tā pirms 2 gadiem mūsējie redzēja perfekto rav meiteni un puisi un kā ir šodien :) url ',POZ
10199,'@user es nē man ieva akurātere dikti patika vēl aizvien patīk :) ',POZ
10200,'nu ko tā kā rīt brīvs tad es atļaujos doties gulēt tikai tagad :) arlabunakti :) ',POZ
10201,'vienmēr atcerēšos šis dienas ar smaidu sirdī ceru uz drīzu tikšanos un uz ilgāku laiku nākamreiz :) ❤ url ',POZ
10202,'rt @user: īstais cilvēks īstajā laikā un viss pa īstam :))) ',POZ
10203,'pēc skolas uz kino ar brāli šokolādē jasapēr dzudz ēdiens šovakar mamma iet pie drauszenes svinēt un būšu viena mājās brālis pie omes :) ',POZ
10204,'vel šodiena jānostrādā un tad četras dienas brīvs :)) happy :)) ',POZ
10205,'rt @user: nu skaidrs laikam saprotu kad nav vērts mēgināt :) ',POZ
10206,'smaidot dāvāju cerību guni lai auglīga diena nāk un brīnišķs vakars labrīt pirmssvētku nedēļas nogalē :) ',POZ
10207,'@user nu re tad jau mana stratēģija vērsties pie londonas draugiem vs nogaidīt bijusi pareiza :) ceru tomēr ka būs onlainā arī  ',POZ
10208,'rt @user: vīrieši domā ka sievietes mīl skaistuļus nē viņas mīl tos kuri rūpējās par viņiem :) ',POZ
10209,'@user andra biedriņa tēvs aivars biedriņš savulaik nodarbojās ar diska mešanu :) ',POZ
10210,'@user sveiciens arī no @user lai viss izdodas veiksmi un panākumus :) ',POZ
10211,'@user tad nu tomēr tas ir noticis :) priecājos lai mierīga dzīvošana un dilles aug griezdamies ',POZ
10212,'rt @user: @user sveiciens arī no @user lai viss izdodas veiksmi un panākumus :) ',POZ
10213,'paldies visiem kuri piedalījās konkursiņā izlozēsim uzvarētāju kurš kopā ar draugu dosies uz @user izrādi @user :) ',POZ
10214,'smart property group komanda vēl jums radošas krāsainas un priecīgas lieldienas :) url ',POZ
10215,'lūk to es saprotu 👍 paldies @user :)) url ',POZ
10216,'sveicieni trenerim edgaram @user dzimšanas dienā lai skaista un veiksmīga diena :) ',POZ
10217,'@user tagad no madonas uz hatiņu :) ev bet kad tu madonā būsi atsūtu savu nr caur draugiem :d tā jau varētu wpp sarakstīties :) ',POZ
10218,'@user oky dokki sha atsutīšu :) un dēļ tevis nokačāšu whatsapp :d haha :d ',POZ
10219,'prieks un laime bučas un mīlestību sūtam mūsu vienmēr nebēdnīgajam edgaram dzimšanas dienā :) sumināts url ',POZ
10220,'@user nekad nav interesējis zinu :d okej eju kārtot tīrīt taisīt pusdienas un vēlāk sazināmies :))) ',POZ
10221,'piektdiena šonedēļ pienākusi pavisam ātri :) krāsas vēl nav uz olām bet trusis kafe pusdienās (12-15): zupas: url ',POZ
10222,'pievienoju jaunas gredzenu bildes no kāzām kurās esmu bijis kā kāzu fotogrāfs tas ir tikai sākums būs vēl :) url ',POZ
10223,'sveicienu stunda ēterā līdz pat 13:00 :) iesūti arī savu sveicienu uz e-pastu eters@user lv ;) ',POZ
10224,'baltās importa olas izkonkurē vietējās url parasti taisu dekupāžu vai krāsoju ar dabas materiāliem noder lv brūnās :) ',POZ
10225,'@user un piedāvājums vēl plašāks un piegādes ātrākās :) ',POZ
10226,'hmm jauns pavērsiens mums arī vajadzētu tādu ieviest nu vismaz izmēģināt ko teiktu klienti :) url ',POZ
10227,'esmu jau autoostā :) beidzot uz mājām tikai stulbi tas ka vēl pus stunda ir jāgaida un jārunā ar matīsu :d #tag :d ',POZ
10228,'@user vispār jau nē :) iesaku csn noteikumus paskatīt :) jo 96 punkts un attiecīgie ceļa apzīmējumi :) ',POZ
10229,'tikko biju pie kardiologa pateica ka sirds vēl esot vietā un pat strādā labi viss nav tik tarki kā domāju :) ',POZ
10230,'patiešām tuvs cilvēks ir tas kurš zina tavu pagātni tic tavai nākotnei un šobrīd pieņem tevi tieši tādu kāds esi :) ',POZ
10231,'izdevās noskaidrot :) biju uz latvijas - krievijas draudzības spēli basketbolā :) ',POZ
10232,'vakar ar klasi bijām patversmē @user jauki pavadīts dienas sākums :) biju pastaigāties ar aktīvo taksīti :) url ',POZ
10233,'@user nevis kartīti bet apsveikumu :) nākamais līmenis varētu būt: valsts prezidenta apsveikums lieldienās apsveicu lieldienās  ',POZ
10234,'@user paldies atļaujiet jums arī novēlēt lieldienas kas maksimāli tuvojas jūsu priekšstatiem par ideālām lieldienām :) ',POZ
