@relation Twitter
@attribute Twitter numeric
@attribute body string
@attribute class {NEU,POZ,NEG}
@data
10399,'rt @komarovskis: lielisks @olenaba raidījums ar @roberts_viksne un @ilvarslv ļoti pozitīvi un interesanti :) ',POZ
10400,'nekas ka lietus-cepsim šašliku :) a ko darīt ja gribas ;d ',POZ
10401,'@blanks86 tu jau saproti ka superekspertu aka monstrualo mezhoni neiespejami apsteigt :) ',POZ
10402,'rt @garaisx: asinsdonoru centrā teica ka jālieto daudz šķidruma alus laikam nebūs tā pareizākā izvēle šajā gadījumā :) ',POZ
10403,'vienmēr visiem esmu teikusi ka mani vecāki mani nekad nav pēruši šodien sapratu ka viņi katru gadu regulāri to dara - pūpolsvētdienā :) ',POZ
10404,'apbrīnojami cik dažs labs var ilgi gulēt :) ;* bet nu ko palēnām jāsāk rosīties  ',POZ
10405,'lenu garu jasak taisities un jadodas uz saldu :)) ',POZ
10406,'vel viena nodala no vila vitola gramatas izlasita par ticibu joprojam izcila nakamaa nodala izglitiba jau paredzu ka bus labais texts :) ',POZ
10407,'apaļš kā pūpols ja šodien maz pūpolu tad rudenī maz kartupeļu bet ja daudz- labi augšot zirņi un pupas :) url ',POZ
10408,'kas var būt labāks par vecāku satikšanu beidzot mani mīļie ir mājās :) ',POZ
10409,'šodien plānā ar @leldel_ paciemoties jelgavā aiziet uz hokeja spēli jeb vienkārši forši pavadīt svētdienu :)) ',POZ
10410,'rt @meteolapa: apaļš kā pūpols ja šodien maz pūpolu tad rudenī maz kartupeļu bet ja daudz- labi augšot zirņi un pupas :) url ',POZ
10411,'paldies @aneteplavane un @simmijs88 ka atbraucāt mani apciemot :) tas bija labākais rīta iesākums ozolniekos manā mūžā 🍇😊🍒 ',POZ
10412,'labrīt :) liekas ka esmu kārtīgi izgulējusies :) tagad jāsāk mācīties ',POZ
10413,'rt @jdk_prieks: šodien liela diena mums pirmā pakāpe b grupā prieks arī par mūsu vidējo paaudzi ar iegūtu ausgstāko pakāpi :))) url ',POZ
10414,'@didziskukainis ooo tev ir robin šarma man viņš ļoti patīk :) ',POZ
10415,'@espatiunes jā viens no maniem pašiem mīļākajiem autoriem :) visas viņa grāmatas kas latviski izdotas ir manā plauktā :)) ',POZ
10416,'bet nu jā tomēr māku skaisti runāt un skalot smadzenes :)) ',POZ
10417,'@evitarascevska apsolu vest līdzi uz kojām un lasīt atkal kad tiešām vajadzēs uzsmaidīt :) ',POZ
10418,'@ilja_polakovs @bizenajs es taču nestrīdos - ja reiz patīk tad patīk :) ',POZ
10419,'tieši tevi mēs gaidām uz @ista_frekvence jauniešu dievkalpojumu jau pēc 2stundām :) ņem līdzi draugus url ',POZ
10420,'oo nē ir 7diena jābrauc atpakaļ uz rīgu negribuuu gribu pie mīļās ramoniņas :) ',POZ
10421,'brīvdienas pavadītas produktīvi dodos atpakaļ uz rīgu :) url ',POZ
10422,'vajadzēs izmēģnāt izbraukt pirmdiena pa zāki :) tās cenas ir nesamērīgi lielas url ',POZ
10423,'rt @trakais18: pozitivi :) rt @delfilv agronoms pierāda - latvijā iespējamas divas ražas un februārī rok jaunos kartupeļus url ',POZ
10424,'pasvinēs to panākumu :) paldies čaļi par labajām emocijām (@ cafè milvus) url ',POZ
10425,'svētdienas ir labas dienas :) (@ cīrulīšu dabas takas) url url ',POZ
10426,'zelta gabaliņš andis vienmēr izpalīdz un piebaro mani ar saldumiem :) ',POZ
10427,'atkal iegrimusi pārdomas laikam laika apstakļu dēļ :) gribu ātrak sauli un vasaru;) ',POZ
10428,'@sssintyya es domāju ka nozīmē gan :d brauc ar mani uz rīgu šodien :) ',POZ
10429,'wiebke latvijā - super tikšanās un random sarunas 3h garumā :) jauki bija satikt  ',POZ
10430,'tik ilgi lkm nebiju vēl gulējis :d labrīt :) ',POZ
10431,'avienradzis ar naudu šonedēļ labāk nemētāties pa labi un pa kreisi :) esi brīdināts tātad apbruņots 8) ',POZ
10432,'šodien būs atkal tā diena ka mīļā būs manos apskāvienos :)) ',POZ
10433,'tik laba sajūta ka šodien var nedarīt neko :)) ',POZ
10434,'ļoti labs sportins kopa ar mīļoto :)) ',POZ
10435,'tā foršā sajūta kad jūti viņu katru dienu nevis tikai nometnēs :)))) #laimīgs_bērns #god #life ',POZ
10436,'rt @_iveeta_: aizraujoša svētdiena :)))jo kāpēc lai nepaslidotu un neuzspēlēt hokeju kopā ar 4-8 gadniekiem unn viņi to dara labāk nekā … ',POZ
10437,'@arturseglitis1 no veiksmīgās komandas gaidām atalgojumu par tik pat veiksmīgu komandas logo :) ',POZ
10438,'pavisam normālas sarunas ar pavisam normālo @laikampaula :) url ',POZ
10439,'apskatīju šodien jūrmalā safotogrāfēto materiālu fantastiski kadri gaidu siltāku laiku pumpuriem un liepājai :) ',POZ
10440,'tagad jāpadzer silta tēja un tad jau būs labi :) ',POZ
10441,'@nicoletagal :))) tu stii deja :* :)) @sirgolan @jax_226 @mitzy_mo ',POZ
10442,'@bekija_k šodien arī noskatījos spēcīga filma patriotismu raisoša :) ',POZ
10443,'@k_limanowics @a3tris es nez man fetels likās foršs arī tad kad vinnēja :) šoreiz protams dubultprieks  ',POZ
10444,'lieliski pavadīta diena @patversme lords orientējās un skrejot dažubrīd arī rejot ieguva 2 vietu :) urā url ',POZ
10445,'viju ligzdu un atradu sirsnīgu priedi ragakāpā :) url ',POZ
10446,'@f1latvija nav ne jausmas šādiem puskoka lēcējiem pēc aiziešanas nesekoju tādēļ liels po ko viņš dara :) ',POZ
10447,'šobrīd saule spīd tik maģiski skatos caur logu izgaismo manus mīļos kokus un apēno man nepatīkamās ēkas ja tā varētu vienmēr:) paldies  ',POZ
10448,'prieks ka ir cilvēki ar kuriem varu dalīties savās domās izstāstīt to kas man uz sirds ir :) ',POZ
10449,'vēl ir iespēja pieteikties pasūtīt no url :) šovakar pasūtīšu  ',POZ
10450,'@ketijakuzele oukay atļaušu tev tikt galā ar šo fāzi vienatnē sarunājušas :) ',POZ
10451,'nu neko sev saule uzblieza tāda sajūta ka 12 dienā :) ',POZ
10452,'rt @go4speedlv: gribi baltu skaistu un 300 zs jaudīgu subaru ieskaties varbūt šis ir īstais :) url url ',POZ
10453,'jauka pastaiga lietū ♥ pozitīvi noskaņota :) tagad mājās ar mīļo kaķi klēpī ^^ ',POZ
10454,'@pugofkaa jā ir gan :) tāds arī ceru ka paliks :) ',POZ
10455,'ak jel viss ir vienkārši tik forši :)) ',POZ
10456,'rt @stuulbsneegeris: @pugofkaa jā ir gan :) tāds arī ceru ka paliks :) ',POZ
10457,'emocijas emocijas emocijas vēl ilgi dzīvošu šajās sajūtas :)) ',POZ
10458,'@maakons es jau īstenībā gribēku teikt ka to saturs ir identisks tikai papīriņi atšķiras :) bet jā liellopu bērnu pastētes brokastis :)) ',POZ
10459,'@vitabalcunaite skaisti krāsaini un gaišo baltumiņu kadrā iemužināji:) ',POZ
10460,'yolo kas un kā notiek :d dodos ārā ar cerību ka vējš mani aipūtīs tālu prom :)) ',POZ
10461,'@vitabalcunaite tas arī ir tavu gaišo labo domu vēstnesis :) ',POZ
10462,'kad liekas ka dzīvē viss sāk nokārtoties un iet uz augšu vienmēr atrodas viens kurš dos to spērienu pa pakaļu bet ak nē es galvu nenokaru :) ',POZ
10463,'@elina_vecmane lai pajautātu nagu niezēšana ir obligāta prasība nē taču paldies par piegādāto saiti lasu patīk :) ',POZ
10464,'@esmugrunge paldies tu esi jauka :) ',POZ
10465,'sagribējās kko mīļu savam pupsikam sataisīt :) jāaizbrauc uz veikalu :) ',POZ
10466,'runajos ar lašuku pa skypu aww:p tik jauki bija paplapat un jam :p ajj mhm :p gribas vel :)) ',POZ
10467,'rt @ijabs: te vēl viens fenomens - žurnālists kas lasa grāmatas :) @maris_zanders url ',POZ
10468,'lūk šim ir jābūt īstam - pilnīgam vakaram ar ķīmiju tēju un @pilnigsvakars :)) url ',POZ
10469,'@alisyeee laikam patīkami visiem parādīt cik tu aktīva esi klases dzīvē :) ',POZ
10470,'@ingapeech danke :d man it kā rīt bet plds :) ',POZ
10471,'kāds atkal tamazam palūdzis kādu spēlētāju tikai patrenēt :d bet nu ceru ka šoreiz ne tikai trenēsies bet drīz arī sāks spēlēt :) ',POZ
10472,'@bottija kā tu zini ka esi pie normālajiem :) ',POZ
10473,'rt džemperi ar saldumu apdruku der siltam pavasarim :) url ',POZ
10474,'laikam viens no lielākajiem iemesliem kāpēc es katru gadu gaidu lieldienas ir jo man ļoooti patīk ka korī jādzied hendeļa hallelujah :) ',POZ
10475,'@danielazunda14 tiešām tas būtu vienkārši lieliski :))) ',POZ
10476,'@ijabs visp tur ir ciematiņš un arī pietura līves - tikko atpakaļ pilsētā no tā gala :) bet varbūt kkur vēl dziļāk ir arī otra versija :d ',POZ
10477,'@offic_monika_ nekas toties nakamnedeļ es ceru ja būs labs laiks :) ',POZ
10478,'@ebrigmane @everita133 es zinu ka man labi sanāk :) ',POZ
10479,'@ditajonite par silvojas jokiem jau ir vesela anekdošu sērija sacerēta viņas humora izjūta ir zelts :) ',POZ
10480,'mastika draiska kūka lietas kuras jāizmēģina :) ',POZ
10481,'es mīlu šo dzīvi:) apbrīnojami skaisti url ',POZ
10482,'@ilja_polakovs latvijas izlases vietu kontroles rādītājā zini vai ne :) ',POZ
10483,'rt @santakokina: es mīlu šo dzīvi:) apbrīnojami skaisti url ',POZ
10484,'esmu iekļuvusi mēneša labākajos prieks un laime :) url ',POZ
10485,'rt @lasma122: lielie sveicieni @santamineika dzimšanaaas dienā :)) ;**** audz liela un stipra bet ne tik liela kā es :dddd ',POZ
10486,'jep jep ņēmu vērā edgara ieteikumu un apsveru domu tagad ar jogu nodarboties atradu arī cilvēciņu kas to darīs kopā ar mani:)) ',POZ
10487,'šodien kopā ar jauniešiem gatavojām veselīgu maltīti nolte rīga samācījāmies visādas gudrības :) url ',POZ
10488,'gaisā virmojoša kaislība - tā ir deja :) url #love #flamenco #spain ',POZ
10489,'rt @lauraskr: varbūt kāds grib iegūt šo skaisti zilo vaz 2101 savā īpašumā sīkāka informācija -25523508 viss nopietni:)) url ',POZ
10490,'kāpēc gan ne domāju ka #nacionālais teātris #ž-ž-žurka klāt izvirzītais prezidenta amata kandidāts ir cienījams to ieņemt :) es - par :) ',POZ
10491,'@aluksnes_novads šovakar afišas alūksnei un apei tika aiznestas uz pastu bet paldies par atsaucību :) ',POZ
10492,'vakara workautiņi uztaisīti un diena pavadīta vienkārši super biežāk šādas dienas :)) ',POZ
10493,'bet man bija burvīgs vakars :) vakars sev paldies  ',POZ
10494,'@aluksnes_novads paldies tagad zināsim un rēķināsimies ar jums :) ',POZ
10495,'@eglajs ok pāreju uz sabiedrisko transportu ;) joks aprīļa sveicu :) ',POZ
10496,'@nellijal šis ir arī klasisks piemērs studentiem par mērvienību nozīmi :) ',POZ
10497,'@udensviirs jā pirmajā brīdī es tā ko lūdzu viņa: april april :)) ',POZ
10498,'@menessmeitens pastkaršu akciju noteikti atkārtošu vēl kad būs kāds apaļš sekotāju skaits vai īpašs noskaņojums :) ',POZ
10499,'@ikalnina da ne paldies :) tu mana vieta kd nerakstisi :d ',POZ
10500,'šodien bijām flensburgā skaista pilsēta un labi pavadīts laiks :) #vācija url ',POZ
10501,'rt @ta_tacu_seira: @ikalnina da ne paldies :) tu mana vieta kd nerakstisi :d ',POZ
10502,'esi ēdis ugli greipfrūtu garšo tikpat labi kā sauc :) url ',POZ
10503,'šodiena brīnumainā kārtā liek priecāties- 1 pakāpe deju skatē un smuka atzīme socioloģijā nu forši :)) ',POZ
10504,'vairāk nav neviena numura :c visiem foršajiem lūdzu atsūtīt savu :) ',POZ
10505,'prakse man beidzās :))) tgd vesela nedēļā brīva :) (mans pavasara brīvlaiks :dd) ',POZ
10506,'@drfarss tramvajā iekāpj kails kontrolieris un saka: kontrole lūdzu sagatavojam l izmēra drēbes un 44 izmēra kurpes :) ',POZ
10507,'rt @dacebalode: man atšķirībā no dažiem labiem ir labs koncepts krievu kanālam :))) ieviešam kanālu un visu laiku raidām visocka un okudžav… ',POZ
10508,'@drfarss @drfarss tramvajā iekāpj kails kontrolieris un saka: kontrole lūdzu sagatavojam l izmēra drēbes un 44 izmēra kurpes :) ',POZ
10509,'hmm ko lai brīvdienās dara kādam ir kādi piedāvājumi :)) #garlaicība ',POZ
10510,'esam visi kam jābūt klase atpūšas smiekli ēdiens dziesmas ir lieliski :)) ',POZ
10511,'3 stundiņas nostaigātas pa mārupi :) tagad mājiņās un drīz vien gulēt diena izdevusies 😊 ',POZ
10512,'pa šīm trim dienām visi papīri sakārtoti dabūta jauna pase un tiesības jāsāk pierast pie uzvārda :) ',POZ
10513,'pabeidzu beidzot rasēt ceru kad saies normāla atzīme :) ',POZ
10514,'rt @nilushakov: toms ušakovs vārdu akceptējusi gan latviešu gan krievu vecmāmiņa :) un liels paldies rīgas dzemdību nama kolektīvam http:… ',POZ
10515,'@lauraveze mēneša laikā apsolos laboties ja tu palīdzēsi protams :) ',POZ
10516,'akdiiievs es vēl varu izmantot šo burvīgo dienu lai jums pateiktu cik jūs visi esat forši :)))))) ',POZ
10517,'šobrīd būtu ļoti ļoti ļoti priecīga par sarunu biedru kāds :) ',POZ
10518,'šovakar @talsutv raidījums un @esedzus video uzlaboja vakaru :) nav apriļa joks patiešām labi  ',POZ
10519,'@aprikoziit atstāj gabaliņu rītdien iešu ciemos :) sveicieni mammai un atgādini par viņas gavēni :d ',POZ
10520,'@martaudzo paldies paldies :)) kā tad es to bez tevis  ',POZ
10521,'@albertsziemelis pieraduma spēks kas joprojām pastāv ir aktīvs :)) ',POZ
10522,' apgūlos gultā ap 21 un pamodos tikko lieliski - - priecē ka mamma man atnesusi banānus bumbierus un ābolus :) ',POZ
10523,'@ivarsb @alberteieva labi bet vai mums ir kapacitāte lai to kvalitatīvā līmenī pavilktu ltv diviem kanāliem knapi kadru pietiek :) ',POZ
10524,'laikam beidzot jāiet gulēt rīt būs gara diena bet vakarā satikšu māšuku un mamuci tas priecē :) ',POZ
10525,'rt @reali_teksti: man iet perfekti paldies ka nepajautāji :) ',POZ
10526,'apsveicu arī u13 u14 u16 u19 komandas kuras ir iekļuvušas pārspēlēs vai finālos :) 4 no 6 iespējamām sezona turpinās :) ',POZ
10527,'negulēt un naktīs rakstīt notis tomēr ir daudz labāk nekā apzinīgi katru dienu iet uz skolu :) ',POZ
10528,'čau varbūt te ir vēl kāds kurš domā īrēt dzīvokli vai meklē dzīvokļa biedru :) ',POZ
10529,'nu ko šodien jau ar @neegeriitis uz pirmo trenniņu :) ceru izsturēsim :d ',POZ
10530,'@krisjalv jā tikai viņš bija par to drusku sakautrējies :) bet ja par izrādi - jūs tur lieliski spēlējāt :) ',POZ
10531,'@peteriskrauja @marcizr nu nekas pasedes cali :d ka neka 1 aprils :) cerams ka nav joks  ',POZ
10532,'interesanti: ja sieviete plastiskajam ķirurgam pasaka ka grib kājas no ausīm - vai viņam nav vienkāršāk piešūt viņai ausis pie pakaļas :) ',POZ
10533,'aizdomājos: ja sieviete plastiskajam ķirurgam pasaka ka grib kājas no ausīm - vai viņam nav vienkāršāk piešūt viņai ausis pie pakaļas :) ',POZ
10534,'@sanitaribena @urbanyogariga ceru ka nodarbības ir apmeklētas kaut kad lasīju ka nav atnācis neviens gribējās pašam atnākt atbalstam :) ',POZ
10535,'bet nu miera nav ejam svinēt tālāk sanama santa :) ',POZ
10536,'bet nu miera nav ejam svinēt tālāk semana santa :) ',POZ
10537,'šonakt hokeja nakts buffalo ar toronto sameta 5 ripas tagad anaheimai jāuzvar edmontona un viss labi :) ',POZ
10538,'ar un foršās ;)) :) ',POZ
10539,'@viitola un abi prieki ir tiešām vērtīgi :)) ',POZ
10540,'ko jūs vēlētos redzēt nākamajā žurnālā sūtiet savas idejas uz dm( direct messages) jautājumi arī der :) ',POZ
10541,'rt @travelnews_lv: @latvijasradio2 sveiciens 20 gadu jubilejā ceļot ar latvijas radio 2 vienmēr ir jautrāk :) ',POZ
10542,'rt @marrtaa_b: negulēt un naktīs rakstīt notis tomēr ir daudz labāk nekā apzinīgi katru dienu iet uz skolu :) ',POZ
10543,'@ruta_mezavilka paldies forši ka visi slavējat 4g sāku nomierināties:) ',POZ
10544,'@pieciriti viss kārtībā ilvess neko nav izdomājis rīt arī ir brīvdiena sveiciens visiem latvijā :) ',POZ
10545,'lābrīt :) - tāda sajūta ka vakar būtu dzērusi tik slikt :d ',POZ
10546,'tā kleita padara mani nedaudz tievāku un man tas patīk :d :) ',POZ
10547,'rt @oposums1: pielaides valsts noslēpumam varētu tirgot par naudu tā būtu ekonomiski izdevīgāka sistēma kā pašreizējā :) ',POZ
10548,'kas var būt labāks par rīta aktivitātēm vislabākajā kompānijā - nu it nekas :)) ',POZ
10549,'šādā laikā jāuzvelk kājās dzelteni gumijnieki lai padarītu pelēcīgumu krāsaināku un neaizmirstam smaidīt :) ',POZ
10550,'es smiešos ja dūdiņa šodien jau būs man uz rokām šodien tak māsīcai dz d :d hip hip urrā :)) ',POZ
10551,'rt @lusteatris: jaunas ziņas draugi ar otello esam tikuši gada izrāde 2014 finālā ar vērtējumu 46 7 no max 50 :) un url ',POZ
10552,'aprīlī ar karti visiem leny tomy factory tērpiem 10% atlaide kā arī tilla svārkiem atlaide 5ls nenokavē :) ',POZ
10553,'rt @lauraskr: varbūt kāds grib iegūt šo skaisti zilo vaz 2101 savā īpašumā sīkāka informācija -25523508 viss nopietni:)) url ',POZ
10554,'tik daudz enerģijas šodien vakardiena uzlaboja visu dzīvi :)) ',POZ
10555,'cik labi ka priekšā četras brīvdienas :) ',POZ
10556,'rt @rupciks: cik labi ka priekšā četras brīvdienas :) ',POZ
10557,'@annameiere liec ģipšus un veic backalley abortions way to go es ar tevi lepojos :) ',POZ
10558,'@nikersfc puiši ne tikai labi spēlē futbolu bet ir arī ļoti romantiski :) #bildinājums url ',POZ
10559,'jauki pa dzīvokļa logu dzirdēt kāds kuğis aties nākošais :) url ',POZ
10560,'man patīk tas fīlings arlabunakti visiem pozitīvu atpūtu šovakar ja vēl nečucāt :) ',POZ
10561,'@viuksmp @janitors varam droši apstiprināt ka viss ir tieši tā :) un varbūt tāpēc šī ziņa parādījusies 2 aprīlī  ',POZ
10562,'sodien ja kādam ir nepieciešamība tikt rīga - talsi ap 15:30 tad dodat ziņu:) cena 4€ #rt #02 04  ',POZ
10563,'@pulks skatos teorijā esi spēcīgs :) bet nu skaidrs ka ko pārdomāt šai sezonā ',POZ
10564,'rt @manpatikskola: sodien ja kādam ir nepieciešamība tikt rīga - talsi ap 15:30 tad dodat ziņu:) cena 4€ #rt #02 04  ',POZ
10565,'rt @maardzerii: @nikersfc puiši ne tikai labi spēlē futbolu bet ir arī ļoti romantiski :) #bildinājums url ',POZ
10566,'@kristajursevska gads ir atkal pagājis un man tevi ir jāapsveic irmgardes panfilovas vārda dienā :) svētki mums visiem p s gaidu ciemos  ',POZ
10567,'apsveicam @evijafogele ar laimētiem ielūgumiem uz @arstarulsmirus izrādi @jurasvarti lūdzu sazinies ar mums - marketings@ventspils lv :) ',POZ
10568,'@ditajonite tas labi :) bet ar to nepietiek- žurmāls arī jānopērk (vai labāk jāabonē) ',POZ
10569,'mazliet pavārtīšos vēl pa gultiņ un tad jau taisīšos uz laukuma pusi vakarā jau brauc šurp no lv būs skaista diena :) ',POZ
10570,'#jauniešu dzirdes superspējas :) vai tu dzirdi url ',POZ
10571,'@radioswh fredim iepaticies vārdiņš enjoy :d un paldies par stāstu par the sims atgādinājāt bērnību :) ',POZ
10572,'alga klāt :) prieks un laime ',POZ
10573,'uzraksti 2 draugus kurus ņemsi lūdzi uz de-phazz konci ventspilī 7 04 pl 18:00 izlozēsim 3 ielūgumu komplektu :) url ',POZ
10574,'@lvminitv paldies :) tā man būs ļoti vajadzīga :d ',POZ
10575,'solās būt fantastiskas brīvdienas bet tagad nolaižamies burtiski atpakaļ uz zemes un beržam istabu :) ',POZ
10576,'sniegotais un puteņotais februāris zoodārzā – tropu mēnesis forša lieta brīvdienām :) ',POZ
10577,'lai arī nakts un rīts bija drausmīgs es ceru ka diena paies labi :) ',POZ
10578,'epaaaal man aplausi jo esmu gudra :)) ;d ',POZ
10579,'tikko beidzās stundas tagad varu mierīgi atpūsties padzert tējiņu un mierīgi sakārtot koferi tad jau došos uz saulkalni :) #rtritkojas ',POZ
10580,'@latvijastv šis zaķis ir reāls čalis varētu katru dienu piekāpt uzlabot garastāvokli :) ',POZ
10581,'turpinām šomrēt karnonādes vēl vari pasūtīt pusdienas ar piegādi tev ērtā vietā :) ',POZ
10582,'mājās no daktera izskatās ka vis ok tik sirsniņa pārāk ātri skrien bet būs oky :) ',POZ
10583,'kad un kur notiks jūsu izrāde :) — kad būs precīzi zināms - šī informācija būs visur :) url ',POZ
10584,'ir labi būt atpakaļ :) šodien @jautastudentam ietvaros stāstīsim par aktualitātēm projektā un ne tikai :) @otv_lv ',POZ
10585,'@gunars_keipans paldies :) svinam kopā ar #neatkarība ^iv ',POZ
10586,'@eparaksts vai tiešām atkal jālūdz @janisbokta lai saņemt operatīvu atbildi :) ',POZ
10587,'tu jau savam zaķim komplimentus izteici :d tuvojas tak lieldienas :) url ',POZ
10588,'forši malači @liepajalv :) kurš ir idejas autors  ',POZ
10589,'@misscatwomann vaine man arī patīk sakautrējies dikti bet tāpat nāk un mīļojās :) :d ',POZ
10590,'@amjaliks @krizdabz @dana_par es tak runaju par satksmes atieksmi un poziciju :) jūs ko nesakojat kā uznemumi uzvedas tikols eh eksperti ;) ',POZ
10591,'@atis_mugurevics :) prieks ka tev patīk  ',POZ
10592,'ak vai diena tuvojas nobeigumam :) prieks un laime tik tagad jāizštuko ko mammai pirkt dāvanā :  ',POZ
10593,'rt @cielavin_a: esmu jau autoostā :) beidzot uz mājām tikai stulbi tas ka vēl pus stunda ir jāgaida un jārunā ar matīsu :d #bezsakarīgas_… ',POZ
10594,'sveiki @manslmt vakar saņemtais sms par bezmaksas neatkarību uz 14 dienām nav 1 aprīļa joks :) ',POZ
10595,'šis ir vienkārši super :) url ',POZ
10596,'@dans_lv varbūt bet tikpat labi klondaikietis un picērists pie kases varētu atrast kastīti kur kādu centiņu iemest :) un palīdzēt kaut tā  ',POZ
10597,'rt @radiotev: uzraksti 2 draugus kurus ņemsi lūdzi uz de-phazz konci ventspilī 7 04 pl 18:00 izlozēsim 3 ielūgumu komplektu :) url ',POZ
10598,'no šodienas līdz pirmdienai lakshe passion ar olu un bekonu 10% atlaide priecīgas lieldienas :) #bestrong url ',POZ
10599,'man ir superīga vecmamma šodien tik ļoti palīdz :) ',POZ
10600,'dāvināt ir forši tāpēc mēs dāvināsim 3 mūsu fb sekotājiem jaunas sandales :) url ',POZ
10601,'nu šitā bērnu pieskatīšana ir viena laba atslodze un viela pārdomām lai sapratu kā viņi uztver pasauli un kā mēs to sarežģijam :) ',POZ
10602,'rt @lilimillriga: dāvināt ir forši tāpēc mēs dāvināsim 3 mūsu fb sekotājiem jaunas sandales :) url ',POZ
10603,'@elinitee123 ir pati labākā jo pat tad kad esmu izlijusi ar pinkainiem matiem viņa pasaka ka esmu viņas blondā princesīte :) ',POZ
10604,'pelēko laiku atstāsim aiz loga lai dzīvo krāsas :) url ',POZ
10605,'visiem priecīgas lieldienas izbaudīsim četras brīvdienas lai arī laika apstākļi mūs nelutina :) url ',POZ
10606,'omniva novēl visiem saviem klientiem un sadarbības partneriem atrast visas paslēptās olas un no sirds izšūpoties :) url ',POZ
10607,'@leaoou paldies šis variants man patīk :) ',POZ
10608,'@zlejniece :) droši vien domājāt url jo jūsu minēto lapu uztur cits interneta pakalpojumu sniedzējs ',POZ
10609,'piekritīsiet ka šis vārtu guvums nemaja matiča izpildījumā noteikti ir šīs nedēļas labākais :) url ',POZ
10610,'pēc rakstītā sanāk ka mēs aizbraucām uz bērēm un ieraudzījām ka dr tēvs ir dzīvs un vesels viņa paša bērēs :) varējāt vēl uzrakstīt ka  ',POZ
10611,'rt @rinisrs12: pēc rakstītā sanāk ka mēs aizbraucām uz bērēm un ieraudzījām ka dr tēvs ir dzīvs un vesels viņa paša bērēs :) varējāt vēl … ',POZ
10612,'@kristineallikas es gan došu reto iespēju gumijniekiem tikt uz rīgu patusēt haha :) ',POZ
10613,'@ivarskalvis @rusantro tad skaidrs kāpēc pārējiem tik daudz jāpiemaksā :) ',POZ
10614,'kas lieldienu vakarā mācīsies uzdevumi lv tam desmitnieki kā apaļas olas ripos sekmju lapā :) priecīgas #lieldienas url ',POZ
10615,'viena no pēdējām reizēm kad es svģ tikai kā ciemiņš paldies arī komandai viss ir forši :) ',POZ
10616,'kas notiek kad ieva mājās ir viena protams top kaut kas gards :) #picas_pīrādziņi ',POZ
10617,'30 seconds to mars - the kill karaoke instrumental : url izvēlējos šo konkursam :)) cerams viss izdosies )))) ',POZ
10618,'vel pusotra nedēļa ka es tev saku :d mans sapnis piepildīsies :d :)) #bmw #e34 #touring ',POZ
10619,'hei meklējam jaunus kolēģus #newyorker vecrīgas filiāle ja ir interese droši raksti rīt jau varēsi nākt uz interviju :) ',POZ
10620,'rt @katrinabiele: ir labi būt atpakaļ :) šodien @jautastudentam ietvaros stāstīsim par aktualitātēm projektā un ne tikai :) @otv_lv ',POZ
10621,'@espatiunes jā to gan es labi zinu :) ',POZ
10622,'lai priecīgas un jautras lieldienas visiem :) url ',POZ
10623,'@_meistars_ tad viss kārtībā to arī man vajadzēja dzirdēt :) ',POZ
10624,'rt @djemildeo: beidzot tas mirklis atkal ir klāt kad #blackout ballīte @just_bar skanēs divās zālēs:) tas nozīmē ka main floor ā baudīsim v… ',POZ
10625,'lieldienu ticējums vēsta ja pa rokai nav olas ko krāsot varat izrotāt savus telefonus skaisti vai ne :) url ',POZ
10626,'@vitalijss arī csdd noteikti iznāca vieglāk un lētāk turēt lokāli :) ',POZ
10627,'rt @pdslv: lieldienu ticējums vēsta ja pa rokai nav olas ko krāsot varat izrotāt savus telefonus skaisti vai ne :) url ',POZ
10628,'ar mīļo braucam mājās un brīvdienas var sākties :) ',POZ
10629,'@elvman nu tad pakalpojums ir uzlabots :) bet pēc sarakstes ar @eparaksts tiku iekšā arī ar eid  ',POZ
10630,'rt @dita_petrova: ar mīļo braucam mājās un brīvdienas var sākties :) ',POZ
10631,'rt @pdslv: visiem priecīgas lieldienas izbaudīsim četras brīvdienas lai arī laika apstākļi mūs nelutina :) url ',POZ
10632,'pavisam drīz lieldienas un protams neiztik bez olu krāsošanas šeit pāris iedejas iedvesmai :) ',POZ
10633,'@manslmt paldies par dāvanu neatkarība uz 2 nedēļām priecīgus svētkus:))) ',POZ
10634,'rt @vecriigaa: @manslmt paldies par dāvanu neatkarība uz 2 nedēļām priecīgus svētkus:))) ',POZ
10635,'vēl pavisam nedaudz un arī url dodas brīvdienās jaukas visiem lieldienas :) url ',POZ
10636,'brīvdienas sākušās :) ko nu :d (@ visīša rezidence) url ',POZ
10637,'@agnezaaa jā :) toms nopirka kinderolas :d tev es saprotu viss vel priekšā ;d ',POZ
10638,'dabūju tik disks vēl jauzinstalē :) url ',POZ
10639,'@vecriigaa paldies tev arī priecīgus :) ^in ',POZ
10640,'rīt spēlēsim nāriņas salā būsim kvartetā ar draugiem chomsky chess club errantry un nation vibe pievienojies :) url ',POZ
10641,'šodien praksē normāla svētku noskaņa un tā :))) ',POZ
10642,'rt @omnivalv: omniva novēl visiem saviem klientiem un sadarbības partneriem atrast visas paslēptās olas un no sirds izšūpoties :) url ',POZ
10643,'@naurisvizulis ja būtu tik viegli viņus pārdot tad jā bet redzot kā visus hacko augšā exchange aizveras kas to lai zina kā būtu :) ',POZ
